Synsets,domain_x,norm,nrdirhypers_x,nrhypos_x,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,minwordlength_x,nroflemmas_x,polyscore_max_x,vote_x,raw_translation,raw_translation_lemmas,translation_set,number_tranlsation,number_sense,translation_lemmas_set,number_tranlsation_lemmas,number_sense_lemmas
Synset('dining_table.n.01'),furn,dining_table,1,5,0.0,0.9302203567681008,0.6157999431656721,5,2,13,nb,chef eat eat food place place table table ,chef eat eat food place place table table board board color color color decorate decorate hand hold metal object paint paint,"['chef', 'food', 'eat', 'table', 'place']",8,5,"['chef', 'hold', 'metal', 'color', 'object', 'hand', 'food', 'eat', 'decorate', 'board', 'paint', 'table', 'place']",21,13
Synset('entertainment_center.n.01'),furn,entertainment_center,1,0,0.0,0.9302203567681008,0.9516908212560388,20,1,1,nb,entertain place place place theater ,entertain place place place theater ,"['entertain', 'theater', 'place']",5,3,"['entertain', 'theater', 'place']",5,3
Synset('armoire.n.01'),furn,armoire,1,0,0.0,0.9302203567681008,1.1942786776546368,7,1,1,nb,army chest chest chest hold hold heave heave large metal store ,army chest chest chest hold hold heave heave large metal store ,"['hold', 'metal', 'army', 'chest', 'store', 'heave', 'large']",11,7,"['hold', 'metal', 'army', 'chest', 'store', 'heave', 'large']",11,7
Synset('clothes_closet.n.01'),furn,clothes_closet,1,0,0.0,0.9302203567681008,0.6157999431656721,12,2,1,nb,cloth cloth dress hang hang organize organize organize store ,cloth cloth dress hang hang organize organize organize store cloth cloth cloth cloth fabric material material sew ,"['organize', 'store', 'hang', 'dress', 'cloth']",9,5,"['organize', 'sew', 'store', 'hang', 'dress', 'cloth', 'fabric', 'material']",17,8
Synset('coat_closet.n.01'),furn,coat_closet,1,0,0.0,0.9302203567681008,0.559818130150611,11,1,1,nb,cloth cloth cloth color coat dress hang hang hang heave heave hang hang,cloth cloth cloth color coat dress hang hang hang heave heave hang hang,"['color', 'hang', 'dress', 'cloth', 'coat', 'heave']",13,6,"['color', 'hang', 'dress', 'cloth', 'coat', 'heave']",13,6
Synset('berth.n.03'),furn,berth,1,2,0.0,1.0335781741867784,0.7837453822108553,4,3,9,nb,chair couch couch couch comfort couch couch cushion cushion comfort cushion cushion cushion couch cushion,chair couch couch couch comfort couch couch cushion cushion comfort cushion cushion cushion couch cushionbed bed sleep place sleep build build build house house place sleep ,"['couch', 'comfort', 'chair', 'cushion']",15,4,"['couch', 'sleep', 'chair', 'house', 'comfort', 'cushionbed', 'cushion', 'place', 'bed', 'build']",26,10
Synset('built-in_bed.n.01'),furn,built-in_bed,1,0,0.0,1.0335781741867784,0.7837453822108553,12,1,1,nb,build build build house house house place sleep ,build build build house house house place sleep ,"['sleep', 'build', 'house', 'place']",8,4,"['sleep', 'build', 'house', 'place']",8,4
Synset('bunk_bed.n.01'),furn,bunk_bed,1,0,0.0,1.0335781741867784,0.559818130150611,4,2,9,nb,bed bed mattress mattress sleep sleep ,bed bed mattress mattress sleep sleep bed bed sleep place sleep ,"['sleep', 'bed', 'mattress']",6,3,"['sleep', 'bed', 'place', 'mattress']",11,4
Synset('deathbed.n.02'),furn,deathbed,1,0,0.0,1.0335781741867784,0.559818130150611,8,1,2,nb,body dead death hospital hospital person sick ,body dead death hospital hospital person sick ,"['hospital', 'person', 'death', 'dead', 'body', 'sick']",7,6,"['hospital', 'person', 'death', 'dead', 'body', 'sick']",7,6
Synset('double_bed.n.01'),furn,double_bed,1,0,0.0,1.0335781741867784,0.8397271952259164,10,1,1,nb,bed bed mattress twin twin size twin size sleep ,bed bed mattress twin twin size twin size sleep ,"['sleep', 'mattress', 'size', 'bed', 'twin']",9,5,"['sleep', 'mattress', 'size', 'bed', 'twin']",9,5
Synset('four-poster.n.01'),furn,four-poster,1,0,3.126984126984127,1.0335781741867784,1.5861513687600644,11,1,1,nb,four four four four wall paper picture paper ,four four four four wall paper picture paper ,"['paper', 'four', 'wall', 'picture']",8,4,"['paper', 'four', 'wall', 'picture']",8,4
Synset('hammock.n.02'),furn,hammock,1,0,0.0,1.0335781741867784,1.7167755991285405,4,2,13,b,act animal annoy annoy annoy amuse amuse amuse annoy annoy child amuse amuse fun fun,act animal annoy annoy annoy amuse amuse amuse annoy annoy child amuse amuse fun funbag carry carry bag carry carry carry ,"['child', 'annoy', 'act', 'fun', 'animal', 'amuse']",15,6,"['child', 'bag', 'annoy', 'act', 'fun', 'funbag', 'animal', 'amuse', 'carry']",21,9
Synset('marriage_bed.n.01'),furn,marriage_bed,1,0,0.0,1.0335781741867784,0.6717817561807331,12,1,1,nb,bed bed bed person sleep sleep sleep ,bed bed bed person sleep sleep sleep ,"['sleep', 'bed', 'person']",7,3,"['sleep', 'bed', 'person']",7,3
Synset('murphy_bed.n.01'),furn,murphy_bed,1,0,0.0,1.0335781741867784,1.2689210950080516,10,1,1,nb,bed bed comfort comfort comfort sleep sleep ,bed bed sleep sleep sleep ,"['sleep', 'bed', 'comfort']",7,3,"['sleep', 'bed']",5,2
Synset('plank-bed.n.01'),furn,plank-bed,1,0,0.0,1.0335781741867784,0.6717817561807331,9,1,1,nb,bed bed mattress mattress wood wood ,bed bed mattress mattress wood wood ,"['bed', 'wood', 'mattress']",6,3,"['bed', 'wood', 'mattress']",6,3
Synset('platform_bed.n.01'),furn,platform_bed,1,0,0.0,1.0335781741867784,0.3918726911054276,12,1,1,nb,bed bed flat flat flat bed flat floor flat flat sleep ,bed bed flat flat flat bed flat floor flat flat sleep ,"['flat', 'bed', 'sleep', 'floor']",11,4,"['flat', 'bed', 'sleep', 'floor']",11,4
Synset('sickbed.n.01'),furn,sickbed,1,0,0.0,1.0335781741867784,0.6531211518423795,7,1,1,nb,bed hospital hospital sick sick ,bed hospital hospital sick sick ,"['bed', 'sick', 'hospital']",5,3,"['bed', 'sick', 'hospital']",5,3
Synset('single_bed.n.01'),furn,single_bed,1,1,0.0,1.0335781741867784,0.4105332954437813,10,1,1,nb,bed bed mattress mattress small size sleep ,bed bed mattress mattress small size sleep ,"['sleep', 'mattress', 'small', 'size', 'bed']",7,5,"['sleep', 'mattress', 'small', 'size', 'bed']",7,5
Synset('sleigh_bed.n.01'),furn,sleigh_bed,1,0,0.0,1.0335781741867784,1.287581699346405,10,1,1,nb,animal bed bed comfort comfort comfort sleep sleep soft soft pillow ,animal bed bed comfort comfort comfort sleep sleep soft soft pillow ,"['sleep', 'comfort', 'soft', 'animal', 'pillow', 'bed']",11,6,"['sleep', 'comfort', 'soft', 'animal', 'pillow', 'bed']",11,6
Synset('trundle_bed.n.01'),furn,trundle_bed,1,0,0.0,1.0335781741867784,0.7277635691957942,7,4,3,nb,bed bed bed mattress mattress sleep sleep ,bed bed bed mattress mattress sleep sleep act animal animal annoy annoy annoy bounce bounce bounce dance dance dance foot dance footbed bed truck truck car drive truck transport truck ,"['sleep', 'bed', 'mattress']",7,3,"['sleep', 'dance', 'foot', 'transport', 'annoy', 'act', 'car', 'drive', 'mattress', 'animal', 'footbed', 'bed', 'bounce', 'truck']",30,14
Synset('twin_bed.n.01'),furn,twin_bed,1,0,0.0,1.0335781741867784,0.5784787344889647,8,1,1,nb,bed twin bed twin twin twin sleep twin ,bed twin bed twin twin twin sleep twin ,"['sleep', 'bed', 'twin']",8,3,"['sleep', 'bed', 'twin']",8,3
Synset('water_bed.n.01'),furn,water_bed,1,0,0.0,1.0335781741867784,1.306242303684759,9,1,1,nb,bathroom bed dry dirt dirt dry dirt dry ground ground water ,bathroom bed dry dirt dirt dry dirt dry ground ground water ,"['ground', 'dry', 'bathroom', 'bed', 'dirt', 'water']",11,6,"['ground', 'dry', 'bathroom', 'bed', 'dirt', 'water']",11,6
Synset('student_lamp.n.01'),furn,student_lamp,1,0,0.0,1.0335781741867784,0.9516908212560388,12,1,1,nb,bright bulb bulb bulb light shine shine ,bright bulb bulb bulb light shine shine ,"['bright', 'bulb', 'shine', 'light']",7,4,"['bright', 'bulb', 'shine', 'light']",7,4
Synset('card_index.n.01'),furn,card_index,1,1,0.0,1.0335781741867784,1.7540968078052477,10,3,2,nb,card card index index number ,card card index index number book book card book list store book book list list list ,"['card', 'number', 'index']",5,3,"['index', 'store', 'card', 'number', 'list', 'book']",16,6
Synset('vertical_file.n.01'),furn,vertical_file,1,0,0.0,1.0335781741867784,1.0076726342710998,13,1,1,nb,above map map map top top ,above map map map top top ,"['above', 'map', 'top']",6,3,"['above', 'map', 'top']",6,3
Synset('banquette.n.01'),furn,banquette,1,0,0.0,1.0335781741867784,0.3732120867670739,9,1,1,nb,cloth color color cover cover decorate decorate cover cover cover eat eat food,cloth color color cover cover decorate decorate cover cover cover eat eat food,"['color', 'food', 'eat', 'decorate', 'cloth', 'cover']",13,6,"['color', 'food', 'eat', 'decorate', 'cloth', 'cover']",13,6
Synset('flat_bench.n.01'),furn,flat_bench,1,0,0.0,1.0335781741867784,0.9703514255943924,10,1,1,nb,chair flat flat flat seat sit wood ,chair flat flat flat seat sit wood ,"['sit', 'chair', 'wood', 'seat', 'flat']",7,5,"['sit', 'chair', 'wood', 'seat', 'flat']",7,5
Synset('park_bench.n.01'),furn,park_bench,1,0,0.0,1.0335781741867784,0.4478545041204887,10,1,1,nb,chair bench park sit sit wood ,chair bench park sit sit wood ,"['sit', 'chair', 'bench', 'wood', 'park']",6,5,"['sit', 'chair', 'bench', 'wood', 'park']",6,5
Synset('penalty_box.n.01'),furn,penalty_box,1,0,3.126984126984127,1.0335781741867784,1.9966846642038456,11,1,1,nb,act bad bad bad judge judge punish punish punish ,act bad bad bad judge judge punish punish punish ,"['punish', 'bad', 'judge', 'act']",9,4,"['punish', 'bad', 'judge', 'act']",9,4
Synset('pew.n.01'),furn,pew,1,0,0.0,1.0335781741867784,1.0636544472861609,3,2,1,nb,church church church place place seat ,church church church place place seat chair church church seat sit sit wood ,"['church', 'seat', 'place']",6,3,"['sit', 'chair', 'wood', 'church', 'seat', 'place']",13,6
Synset('prie-dieu.n.01'),furn,prie-dieu,1,0,0.0,1.0335781741867784,0.4665151084588425,9,1,1,nb,bible christ christ christ god god holy holy person religion religion ,bible christ christ christ god god holy holy person religion religion ,"['christ', 'bible', 'god', 'person', 'religion', 'holy']",11,6,"['christ', 'bible', 'god', 'person', 'religion', 'holy']",11,6
Synset('settle.n.01'),furn,settle,1,0,0.0,1.0335781741867784,0.5784787344889647,6,2,23,nb,act agree agree agree change change agree change agree agree ,act agree agree agree change change agree change agree agree chair couch couch comfort comfort comfort couch comfort cushion cushion cushion comfort cushion couch cushion,"['change', 'agree', 'act']",10,3,"['couch', 'chair', 'act', 'agree', 'comfort', 'cushion', 'change']",25,7
Synset('window_seat.n.01'),furn,window_seat,1,0,0.0,1.0335781741867784,0.933030216917685,11,1,1,nb,seat seat seat window ,seat seat seat window ,"['window', 'seat']",4,2,"['window', 'seat']",4,2
Synset('armchair.n.01'),furn,armchair,1,6,3.126984126984127,1.0335781741867784,0.7837453822108553,8,1,1,nb,chair couch couch comfort comfort comfort relax relax relax sit sit ,chair couch couch comfort comfort comfort relax relax relax sit sit ,"['couch', 'sit', 'chair', 'comfort', 'relax']",11,5,"['couch', 'sit', 'chair', 'comfort', 'relax']",11,5
Synset('barber_chair.n.01'),furn,barber_chair,1,0,3.126984126984127,1.0335781741867784,1.2689210950080516,12,1,1,nb,barber barber chair chair cut hair hair person place sit ,barber barber chair chair cut hair hair person place sit ,"['sit', 'chair', 'person', 'cut', 'hair', 'place', 'barber']",10,7,"['sit', 'chair', 'person', 'cut', 'hair', 'place', 'barber']",10,7
Synset('chair_of_state.n.01'),furn,chair_of_state,1,5,0.0,1.0335781741867784,0.9703514255943924,14,1,1,nb,chair govern head head head state ,chair govern head head head state ,"['govern', 'state', 'chair', 'head']",6,4,"['govern', 'state', 'chair', 'head']",6,4
Synset('chaise_longue.n.01'),furn,chaise_longue,1,0,0.0,1.0335781741867784,0.5038363171355499,6,3,2,nb,cheese eat food food long noodle noodle soup soup soup ,cheese eat food food long noodle noodle soup soup soup bible comfort comfort comfort cushion comfort cushion cushion cushion comfort chair cushion comfort comfortbed bed mattress mattress sleep sleep ,"['cheese', 'food', 'long', 'noodle', 'eat', 'soup']",10,6,"['sleep', 'bible', 'cheese', 'chair', 'comfortbed', 'food', 'long', 'comfort', 'noodle', 'eat', 'cushion', 'mattress', 'bed', 'soup']",29,14
Synset('eames_chair.n.01'),furn,eames_chair,1,0,0.0,1.0335781741867784,2.0899876858956143,11,1,1,nb,chair chair comfort comfort comfort cushion comfort cushion cushion comfort comfort chair leg leg leg,chair chair comfort comfort comfort cushion comfort cushion cushion cushion comfort comfort chair cushion cushion,"['leg', 'comfort', 'chair', 'cushion']",15,4,"['comfort', 'chair', 'cushion']",15,3
Synset('fighting_chair.n.01'),furn,fighting_chair,1,0,0.0,1.0335781741867784,1.250260490669698,14,1,1,nb,chair fight chair fight ,chair fight chair fight ,"['fight', 'chair']",4,2,"['fight', 'chair']",4,2
Synset('folding_chair.n.01'),furn,folding_chair,1,3,3.126984126984127,1.0335781741867784,0.802405986549209,13,1,1,nb,chair fold fold fold flat fold fold up ,chair fold fold fold flat fold fold up ,"['flat', 'up', 'fold', 'chair']",8,4,"['flat', 'up', 'fold', 'chair']",8,4
Synset('ladder-back.n.01'),furn,ladder-back,1,0,3.126984126984127,1.0335781741867784,0.4851757127971962,11,2,2,nb,back climb climb climb up down down ,back climb climb climb up down down chair chair chair high high leg leg leg metal person sit sit sit up ,"['down', 'up', 'back', 'climb']",7,4,"['sit', 'metal', 'chair', 'down', 'person', 'climb', 'up', 'back', 'leg', 'high']",21,10
Synset('lawn_chair.n.01'),furn,lawn_chair,1,0,0.0,1.0335781741867784,0.9516908212560388,10,2,1,nb,chair comfort comfort comfort cushion comfort cushion cushion cushion comfort lawn lawn lawn person sit,chair comfort comfort comfort cushion comfort cushion cushion cushion comfort lawn lawn lawn person sitchair chair garden garden garden lawn lawn person place seat ,"['sit', 'lawn', 'chair', 'person', 'comfort', 'cushion']",15,6,"['lawn', 'chair', 'person', 'comfort', 'cushion', 'garden', 'seat', 'place', 'sitchair']",24,9
Synset('straight_chair.n.01'),furn,straight_chair,1,1,6.253968253968254,1.0335781741867784,0.6717817561807331,10,2,1,nb,chair chair straight sit sit straight ,chair chair straight sit sit straight chair chair side side sit sit ,"['sit', 'straight', 'chair']",6,3,"['sit', 'straight', 'side', 'chair']",12,4
Synset('swivel_chair.n.01'),furn,swivel_chair,1,0,0.0,1.0335781741867784,0.5971393388273184,12,1,1,nb,act animal back back control control control change control control bend control control down control,act animal back back control control control change control control bend control control down control,"['control', 'act', 'down', 'change', 'animal', 'back', 'bend']",15,7,"['control', 'act', 'down', 'change', 'animal', 'back', 'bend']",15,7
Synset('tablet-armed_chair.n.01'),furn,tablet-armed_chair,1,0,3.126984126984127,1.0335781741867784,0.989012029932746,18,1,1,nb,chair chair chair leg leg leg arm arm arm rest rest rest sit sit sit,chair chair chair leg leg leg arm arm arm rest rest rest sit sit sit,"['sit', 'arm', 'chair', 'rest', 'leg']",15,5,"['sit', 'arm', 'chair', 'rest', 'leg']",15,5
Synset('wheelchair.n.01'),furn,wheelchair,1,2,0.0,1.0335781741867784,2.164630103249029,10,1,1,b,chair wheel person push wheel ,chair wheel person push wheel ,"['push', 'wheel', 'person', 'chair']",5,4,"['push', 'wheel', 'person', 'chair']",5,4
Synset('convertible.n.03'),furn,convertible,1,3,0.0,1.0335781741867784,0.7277635691957942,8,2,6,nb,convert change change over ,convert change change over bed color color comfort comfort comfort couch comfort comfort cover comfort comfort cushion comfort comfort,"['over', 'change', 'convert']",4,3,"['couch', 'over', 'color', 'comfort', 'cushion', 'change', 'convert', 'bed', 'cover']",19,9
Synset('daybed.n.01'),furn,daybed,1,0,0.0,1.0335781741867784,0.933030216917685,6,2,2,nb,bed bed mattress mattress sleep sleep ,bed bed mattress mattress sleep sleep bed bed mattress queen queen queen king queen queen size king size queen ,"['sleep', 'bed', 'mattress']",6,3,"['sleep', 'queen', 'king', 'mattress', 'size', 'bed']",19,6
Synset('divan.n.01'),furn,divan,1,0,0.0,1.0335781741867784,1.0823150516245146,5,1,4,nb,divide divide furniture furniture furniture large piece wood ,divide divide furniture furniture furniture large piece wood ,"['piece', 'furniture', 'wood', 'divide', 'large']",8,5,"['piece', 'furniture', 'wood', 'divide', 'large']",8,5
